id_llar,pes_llar,membres_llar,tipus_llar,unitats_consum,renda_total,renda_pobresa,risc_pobresa,carencia_material,regim_tinenca,temperatura_adequada,despeses_habitatge,quota_hipotecaria,retards_hipoteca_lloguer,retards_factures,bo_social,afrontar_imprevistos,arribar_final_mes,any_construccio,millores_energetiques,rao_no_millora,no_temperatura_adequada,te_retards,vulnerabilitat_basica
171,5,3,9.0,2.0,44268.11,44268.11,No,No,Propietat sense hipoteca,Sí,185.28,,,No,No,No,Amb facilitat,,5.0,,0.0,0,0
172,5,2,7.0,1.5,25608.5,25608.5,No,No,Propietat sense hipoteca,Sí,172.6,,,No,No,Sí,Amb certa facilitat,,5.0,,0.0,0,0
173,3,2,7.0,1.5,35097.4,35097.4,No,No,Propietat sense hipoteca,Sí,336.97,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
174,4,2,8.0,1.5,30526.8,30526.8,No,No,Propietat sense hipoteca,Sí,261.72,,,No,No,Sí,Amb dificultat,4.0,4.0,2.0,0.0,0,0
175,6,2,8.0,1.5,118.4,118.4,Sí,No,Lloguer a preu de mercat,Sí,693.77,,No,No,Sí,No,Amb dificultat,6.0,5.0,,0.0,0,1
176,4,2,7.0,1.5,49334.1,49334.1,No,No,Propietat sense hipoteca,Sí,220.85,,,No,No,Sí,Amb facilitat,3.0,2.0,,0.0,0,0
177,3,4,14.0,2.3,54097.2,54097.2,No,No,Propietat sense hipoteca,Sí,247.1,,,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
178,2,1,6.0,1.0,15617.2,15617.2,No,No,Propietat sense hipoteca,Sí,103.56,,,No,No,Sí,Amb certa facilitat,,5.0,,0.0,0,0
179,5,2,7.0,1.5,31915.16,31915.16,No,No,Propietat sense hipoteca,Sí,167.81,,,No,No,No,Amb certa dificultat,4.0,5.0,,0.0,0,0
180,3,3,11.0,2.0,36460.8,36460.8,No,No,Propietat sense hipoteca,Sí,246.77,,,No,No,Sí,Amb facilitat,4.0,1.0,,0.0,0,0
181,3,2,7.0,1.5,15367.4,15367.4,Sí,No,Cessió gratuïta,Sí,187.52,,,No,No,Sí,Amb certa dificultat,3.0,4.0,,0.0,0,1
182,2,1,6.0,1.0,8798.1,8798.1,Sí,No,Propietat sense hipoteca,Sí,134.93,,,No,Sí,Sí,Amb facilitat,4.0,5.0,,0.0,0,1
183,3,1,6.0,1.0,5640.0,5640.0,Sí,No,Lloguer a preu de mercat,Sí,487.72,,No,No,Sí,No,Amb certa dificultat,,5.0,,0.0,0,1
184,4,4,9.0,2.5,56233.7,56233.7,No,No,Propietat amb hipoteca,Sí,830.49,986.0,Sí,Sí,No,Sí,Amb certa dificultat,4.0,4.0,2.0,0.0,1,1
185,4,4,14.0,2.5,63873.1,63873.1,No,No,Cessió gratuïta,Sí,297.03,,,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
186,3,4,12.0,2.1,57057.1,57057.1,No,No,Propietat sense hipoteca,Sí,270.6,,,No,No,Sí,Amb facilitat,3.0,5.0,,0.0,0,0
187,3,1,2.0,1.0,13194.7,13194.7,No,No,Cessió gratuïta,Sí,201.02,,,No,No,No,Amb certa dificultat,4.0,5.0,,0.0,0,0
188,3,5,13.0,2.8,29646.1,29646.1,Sí,No,Propietat sense hipoteca,Sí,186.24,,,No,Sí,Sí,Amb certa dificultat,5.0,4.0,2.0,0.0,0,1
190,4,4,12.0,2.3,17112.1,17112.1,Sí,No,Propietat sense hipoteca,Sí,237.98,,,No,No,Sí,Amb certa facilitat,4.0,1.0,,0.0,0,1
191,4,2,8.0,1.5,3509.2,3509.2,Sí,No,Propietat sense hipoteca,Sí,220.02,,,No,No,No,Amb certa dificultat,4.0,5.0,,0.0,0,1
192,4,4,12.0,2.1,52169.9,52169.9,No,No,Propietat amb hipoteca,Sí,625.95,538.0,No,No,No,No,Amb certa facilitat,5.0,5.0,,0.0,0,0
193,4,1,2.0,1.0,11227.2,11227.2,Sí,No,Cessió gratuïta,Sí,204.56,,,No,Sí,No,Amb dificultat,4.0,1.0,,0.0,0,1
194,5,1,6.0,1.0,8742.1,8742.1,Sí,No,Lloguer a preu de mercat,No,,,No,No,No,No,Amb dificultat,,,,1.0,0,1
195,5,3,9.0,2.0,52247.03,52247.03,No,No,Lloguer a preu de mercat,Sí,535.31,,No,No,No,Sí,Amb certa dificultat,7.0,5.0,,0.0,0,0
196,4,2,8.0,1.5,5719.5,5719.5,Sí,No,Propietat sense hipoteca,No,253.64,,,No,No,No,Amb certa dificultat,4.0,4.0,2.0,1.0,0,1
197,3,1,5.0,1.0,16783.6,16783.6,No,No,Propietat sense hipoteca,Sí,116.02,,,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
198,5,1,5.0,1.0,8700.9,8700.9,Sí,No,Propietat sense hipoteca,Sí,168.52,,,No,No,No,Amb molta dificultat,4.0,5.0,,0.0,0,1
199,3,2,7.0,1.5,61856.8,61856.8,No,No,Propietat sense hipoteca,Sí,215.49,,,No,No,Sí,Amb facilitat,4.0,1.0,,0.0,0,0
200,4,2,7.0,1.5,24987.8,24987.8,No,No,Lloguer a preu de mercat,Sí,1042.37,,No,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
201,4,5,14.0,2.8,31447.4,31447.4,Sí,No,Propietat sense hipoteca,Sí,272.94,,,Sí,No,No,Amb molta dificultat,4.0,4.0,2.0,0.0,1,1
204,5,2,8.0,1.5,25519.3,25519.3,No,No,Propietat sense hipoteca,Sí,222.69,,,No,No,Sí,Amb certa facilitat,1.0,5.0,,0.0,0,0
205,5,4,14.0,2.3,34748.7,34748.7,No,Sí,Propietat amb hipoteca,No,520.51,600.0,No,No,No,No,Amb molta dificultat,4.0,4.0,2.0,1.0,0,1
206,5,4,12.0,2.3,47545.0,47545.0,No,No,Propietat amb hipoteca,Sí,759.61,800.0,No,No,No,Sí,Amb certa dificultat,3.0,5.0,,0.0,0,0
207,5,3,11.0,2.0,18926.2,18926.2,Sí,No,Propietat amb hipoteca,Sí,281.88,300.0,No,No,No,No,Amb certa dificultat,3.0,5.0,,0.0,0,1
208,5,2,7.0,1.5,19721.9,19721.9,No,No,Propietat sense hipoteca,Sí,162.0,,,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
209,5,4,12.0,2.3,33553.8,33553.8,No,Sí,Lloguer a preu de mercat,No,662.02,,Sí,Sí,Sí,No,Amb molta dificultat,,4.0,,1.0,1,1
211,3,2,7.0,1.5,63496.4,63496.4,No,No,Propietat sense hipoteca,Sí,241.2,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
212,5,1,6.0,1.0,13793.8,13793.8,No,No,Propietat sense hipoteca,Sí,175.06,,,No,No,Sí,Amb facilitat,2.0,5.0,,0.0,0,0
213,3,2,8.0,1.5,46233.2,46233.2,No,No,Propietat sense hipoteca,Sí,347.31,,,No,No,Sí,Amb facilitat,4.0,4.0,5.0,0.0,0,0
214,3,1,3.0,1.0,30733.3,30733.3,No,No,Propietat sense hipoteca,Sí,232.37,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
215,6,1,3.0,1.0,11432.4,11432.4,Sí,No,Propietat sense hipoteca,Sí,66.53,,,No,Sí,No,Amb certa dificultat,2.0,5.0,,0.0,0,1
216,4,3,9.0,2.0,34340.4,34340.4,No,No,Propietat sense hipoteca,Sí,292.52,,,No,No,No,Amb certa dificultat,5.0,5.0,,0.0,0,0
217,5,3,9.0,2.0,43493.1,43493.1,No,No,Propietat sense hipoteca,Sí,198.98,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
218,5,2,8.0,1.5,33697.8,33697.8,No,No,Propietat amb hipoteca,Sí,522.52,550.0,No,No,Sí,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
219,3,3,9.0,2.0,38378.44,38378.44,No,Sí,Propietat amb hipoteca,No,270.03,300.0,No,No,No,No,Amb molta dificultat,4.0,4.0,2.0,1.0,0,1
220,4,4,12.0,2.5,222390.0,222390.0,No,No,Propietat sense hipoteca,Sí,478.35,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
222,4,6,13.0,2.7,27693.7,27693.7,Sí,No,Propietat amb hipoteca,Sí,445.16,256.0,No,No,Sí,No,Amb dificultat,,1.0,,0.0,0,1
223,4,2,8.0,1.5,25325.5,25325.5,No,No,Propietat amb hipoteca,Sí,426.06,300.0,No,No,No,No,Amb dificultat,4.0,4.0,2.0,0.0,0,0
224,5,3,11.0,1.8,27850.7,27850.7,No,No,Propietat sense hipoteca,Sí,241.37,,,No,No,Sí,Amb certa facilitat,5.0,4.0,5.0,0.0,0,0
225,5,5,14.0,2.8,26984.5,26984.5,Sí,Sí,Propietat sense hipoteca,No,205.54,,,Sí,No,No,Amb molta dificultat,5.0,4.0,2.0,1.0,1,1
226,3,1,2.0,1.0,16148.6,16148.6,No,No,Lloguer a preu de mercat,No,640.93,,No,No,No,No,Amb certa dificultat,5.0,,,1.0,0,1
227,4,2,8.0,1.5,39651.94,39651.94,No,No,Propietat amb hipoteca,Sí,311.04,400.0,No,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
228,5,1,2.0,1.0,68534.5,68534.5,No,No,Propietat amb hipoteca,Sí,209.81,418.0,No,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
229,3,2,8.0,1.5,24903.7,24903.7,No,No,Propietat sense hipoteca,Sí,215.85,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
230,5,3,11.0,1.8,22673.66,22673.66,No,No,Propietat amb hipoteca,Sí,266.8,,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
231,4,1,3.0,1.0,24305.5,24305.5,No,No,Propietat sense hipoteca,Sí,324.49,,,Sí,No,No,Amb certa facilitat,4.0,5.0,,0.0,1,1
232,6,1,6.0,1.0,18830.2,18830.2,No,No,Propietat sense hipoteca,Sí,190.89,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
233,6,4,9.0,2.5,62422.3,62422.3,No,No,Propietat sense hipoteca,Sí,284.9,,,No,No,Sí,Amb certa dificultat,4.0,4.0,2.0,0.0,0,0
234,5,2,7.0,1.5,35360.57,35360.57,No,No,Propietat sense hipoteca,Sí,281.37,,,No,No,Sí,Amb certa dificultat,3.0,1.0,,0.0,0,0
235,6,4,12.0,2.5,62826.1,62826.1,No,No,Propietat sense hipoteca,Sí,237.31,,,No,No,Sí,Amb molta facilitat,4.0,4.0,5.0,0.0,0,0
236,6,3,9.0,2.0,31837.4,31837.4,No,No,Lloguer a preu de mercat,Sí,584.47,,No,No,No,Sí,Amb certa dificultat,,4.0,,0.0,0,0
237,3,2,7.0,1.5,20377.3,20377.3,No,No,Propietat sense hipoteca,Sí,246.56,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
238,6,4,14.0,2.5,45677.3,45677.3,No,No,Propietat sense hipoteca,Sí,230.02,,,No,Sí,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
239,3,1,3.0,1.0,37639.9,37639.9,No,No,Propietat amb hipoteca,Sí,437.73,250.0,No,No,No,Sí,Amb facilitat,5.0,1.0,,0.0,0,0
240,6,2,8.0,1.5,10870.7,10870.7,Sí,No,Propietat amb hipoteca,Sí,347.74,500.0,No,No,No,Sí,Amb certa dificultat,5.0,1.0,,0.0,0,1
241,5,2,7.0,1.5,31300.13,31300.13,No,No,Propietat sense hipoteca,Sí,166.06,,,No,No,Sí,Amb certa facilitat,3.0,5.0,,0.0,0,0
243,6,2,8.0,1.5,26976.9,26976.9,No,No,Propietat sense hipoteca,No,243.04,,,No,Sí,No,Amb molta dificultat,3.0,4.0,2.0,1.0,0,1
244,5,3,11.0,2.0,17867.0,17867.0,Sí,No,Lloguer a preu de mercat,No,369.05,,No,No,No,No,Amb certa facilitat,2.0,4.0,,1.0,0,1
245,6,3,9.0,2.0,14594.9,14594.9,Sí,No,Propietat sense hipoteca,Sí,242.59,,,No,No,Sí,Amb certa facilitat,3.0,1.0,,0.0,0,1
246,3,4,12.0,2.1,9409.6,9409.6,Sí,No,Lloguer a preu de mercat,Sí,248.43,,No,No,No,No,Amb certa facilitat,,5.0,,0.0,0,1
248,5,1,5.0,1.0,7885.6,7885.6,Sí,No,Propietat sense hipoteca,Sí,121.95,,,No,No,No,Amb certa facilitat,3.0,4.0,2.0,0.0,0,1
249,5,4,14.0,2.3,36478.3,36478.3,No,No,Propietat sense hipoteca,No,250.62,,,No,No,No,Amb dificultat,4.0,4.0,2.0,1.0,0,1
250,5,1,2.0,1.0,17389.0,17389.0,No,No,Cessió gratuïta,No,122.7,,,No,No,No,Amb dificultat,4.0,5.0,,1.0,0,1
251,3,2,8.0,1.5,32945.1,32945.1,No,No,Propietat amb hipoteca,Sí,230.31,333.0,Sí,Sí,No,No,Amb molta dificultat,3.0,4.0,2.0,0.0,1,1
252,4,3,9.0,2.0,43714.0,43714.0,No,No,Propietat sense hipoteca,Sí,220.34,,,No,No,Sí,Amb certa facilitat,3.0,4.0,2.0,0.0,0,0
253,4,3,11.0,2.0,21863.7,21863.7,Sí,No,Propietat sense hipoteca,No,225.91,,,No,No,Sí,Amb certa dificultat,5.0,5.0,,1.0,0,1
254,3,1,2.0,1.0,12249.5,12249.5,No,No,Propietat sense hipoteca,Sí,105.62,,,No,No,No,Amb certa dificultat,2.0,5.0,,0.0,0,0
255,3,3,11.0,1.8,23310.6,23310.6,No,No,Propietat amb hipoteca,Sí,350.28,325.0,No,Sí,No,Sí,Amb certa dificultat,2.0,5.0,,0.0,1,1
256,3,4,12.0,2.1,22184.5,22184.5,Sí,No,Propietat sense hipoteca,No,174.78,,,No,No,No,Amb certa dificultat,,4.0,2.0,1.0,0,1
257,4,4,14.0,2.3,35059.7,35059.7,No,No,Propietat amb hipoteca,No,528.37,340.0,No,No,No,No,Amb dificultat,5.0,4.0,2.0,1.0,0,1
258,2,1,2.0,1.0,15364.1,15364.1,No,No,Lloguer a preu de mercat,Sí,356.83,,No,No,No,Sí,Amb dificultat,3.0,5.0,,0.0,0,0
260,5,1,6.0,1.0,7590.1,7590.1,Sí,No,Propietat sense hipoteca,Sí,69.28,,,No,No,Sí,Amb certa facilitat,3.0,4.0,2.0,0.0,0,1
261,4,1,2.0,1.0,33075.5,33075.5,No,No,Lloguer a preu de mercat,Sí,518.64,,No,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
262,5,1,2.0,1.0,33540.07,33540.07,No,No,Propietat sense hipoteca,No,130.28,,,No,No,No,Amb certa facilitat,3.0,4.0,2.0,1.0,0,1
263,5,1,2.0,1.0,23275.9,23275.9,No,Sí,Lloguer a preu de mercat,No,389.03,,Sí,Sí,No,No,Amb dificultat,3.0,4.0,,1.0,1,1
264,4,1,5.0,1.0,9602.9,9602.9,Sí,No,Propietat sense hipoteca,No,173.03,,,No,Sí,Sí,Amb molta dificultat,2.0,4.0,2.0,1.0,0,1
265,5,4,12.0,2.3,22209.19,22209.19,Sí,No,Propietat sense hipoteca,Sí,178.85,,,Sí,No,No,Amb certa facilitat,5.0,1.0,,0.0,1,1
266,4,4,12.0,2.3,22568.3,22568.3,Sí,No,Propietat amb hipoteca,No,455.08,500.0,No,No,Sí,No,Amb dificultat,6.0,5.0,,1.0,0,1
267,4,1,6.0,1.0,11136.93,11136.93,Sí,No,Propietat sense hipoteca,Sí,143.65,,,No,Sí,Sí,Amb certa facilitat,3.0,4.0,2.0,0.0,0,1
268,5,1,2.0,1.0,22549.54,22549.54,No,No,Cessió gratuïta,No,91.87,,,No,No,No,Amb certa dificultat,2.0,4.0,,1.0,0,1
269,4,3,11.0,2.0,32483.5,32483.5,No,No,Propietat sense hipoteca,No,137.39,,,No,Sí,Sí,Amb certa facilitat,4.0,4.0,5.0,1.0,0,1
270,4,1,5.0,1.0,33838.53,33838.53,No,No,Propietat sense hipoteca,Sí,183.48,,,No,No,Sí,Amb molta facilitat,2.0,5.0,,0.0,0,0
271,3,1,2.0,1.0,32125.3,32125.3,No,No,Propietat amb hipoteca,Sí,500.51,800.0,No,No,No,Sí,Amb certa facilitat,4.0,4.0,2.0,0.0,0,0
272,4,3,9.0,2.0,94268.4,94268.4,No,No,Propietat sense hipoteca,Sí,347.16,,,No,No,Sí,Amb facilitat,4.0,2.0,,0.0,0,0
273,3,2,7.0,1.5,56204.7,56204.7,No,No,Propietat amb hipoteca,Sí,410.53,517.0,No,No,No,Sí,Amb certa facilitat,4.0,1.0,,0.0,0,0
274,4,2,8.0,1.5,7120.0,7120.0,Sí,No,Propietat sense hipoteca,Sí,289.03,,,No,Sí,Sí,Amb facilitat,4.0,5.0,,0.0,0,1
275,3,2,7.0,1.5,75157.9,75157.9,No,No,Propietat sense hipoteca,Sí,210.34,,,No,No,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
276,3,4,12.0,2.1,23480.7,23480.7,Sí,No,Propietat amb hipoteca,Sí,380.6,370.0,No,No,No,Sí,Amb certa dificultat,4.0,3.0,,0.0,0,1
277,5,4,14.0,2.5,46226.9,46226.9,No,Sí,Propietat amb hipoteca,No,531.68,489.0,Sí,No,Sí,No,Amb molta dificultat,5.0,2.0,,1.0,1,1
279,3,4,12.0,2.1,39076.8,39076.8,No,No,Propietat amb hipoteca,Sí,495.49,390.0,No,No,No,Sí,Amb molta dificultat,5.0,4.0,2.0,0.0,0,0
280,4,4,12.0,2.1,37676.01,37676.01,No,No,Propietat sense hipoteca,No,272.01,,,No,Sí,Sí,Amb certa dificultat,5.0,4.0,2.0,1.0,0,1
281,4,4,12.0,2.3,67307.3,67307.3,No,No,Propietat amb hipoteca,Sí,318.91,450.0,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
282,5,3,11.0,2.0,59916.7,59916.7,No,No,Propietat amb hipoteca,Sí,317.83,458.0,No,No,No,Sí,Amb certa dificultat,6.0,5.0,,0.0,0,0
283,4,5,13.0,2.4,59344.6,59344.6,No,No,Propietat amb hipoteca,Sí,308.53,300.0,No,No,Sí,Sí,Amb facilitat,5.0,1.0,,0.0,0,0
284,3,1,5.0,1.0,21075.7,21075.7,No,No,Propietat amb hipoteca,Sí,291.0,308.0,No,No,No,Sí,Amb certa facilitat,1.0,1.0,,0.0,0,0
286,6,2,8.0,1.5,69515.41,69515.41,No,No,Lloguer a preu de mercat,Sí,543.77,,No,No,No,No,Amb certa dificultat,,4.0,,0.0,0,0
287,6,1,5.0,1.0,13912.41,13912.41,No,No,Cessió gratuïta,No,141.06,,,No,No,No,Amb certa dificultat,3.0,4.0,,1.0,0,1
289,5,1,6.0,1.0,11957.0,11957.0,Sí,No,Propietat sense hipoteca,Sí,170.49,,,No,No,Sí,Amb facilitat,3.0,2.0,,0.0,0,1
290,5,1,2.0,1.0,24810.36,24810.36,No,No,Lloguer a preu de mercat,Sí,542.53,,No,No,No,Sí,Amb certa facilitat,,5.0,,0.0,0,0
291,5,4,12.0,2.1,31099.3,31099.3,No,No,Propietat sense hipoteca,Sí,339.39,,,No,No,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,0
292,3,4,12.0,2.1,45630.1,45630.1,No,No,Propietat sense hipoteca,Sí,272.81,,,No,No,Sí,Amb certa dificultat,5.0,4.0,,0.0,0,0
293,3,5,13.0,2.4,38786.5,38786.5,No,No,Propietat amb hipoteca,Sí,283.23,370.0,No,No,Sí,Sí,Amb facilitat,7.0,5.0,,0.0,0,0
294,4,2,7.0,1.5,28669.5,28669.5,No,No,Propietat sense hipoteca,Sí,221.28,,,No,No,Sí,Amb certa facilitat,4.0,1.0,,0.0,0,0
295,4,1,3.0,1.0,24678.57,24678.57,No,No,Propietat sense hipoteca,Sí,228.08,,,No,No,Sí,Amb facilitat,2.0,4.0,1.0,0.0,0,0
296,3,3,11.0,1.8,44651.17,44651.17,No,No,Propietat amb hipoteca,No,376.43,275.0,No,No,No,Sí,Amb dificultat,4.0,4.0,2.0,1.0,0,1
297,5,1,2.0,1.0,17401.98,17401.98,No,No,Lloguer a preu de mercat,No,468.64,,No,No,No,No,Amb certa dificultat,,4.0,,1.0,0,1
298,3,3,9.0,2.0,36464.4,36464.4,No,No,Propietat sense hipoteca,Sí,136.24,,,No,No,Sí,Amb facilitat,1.0,5.0,,0.0,0,0
299,5,1,3.0,1.0,35089.9,35089.9,No,No,Propietat sense hipoteca,Sí,174.04,,,No,No,Sí,Amb facilitat,,5.0,,0.0,0,0
300,4,4,12.0,2.1,20375.3,20375.3,Sí,No,Propietat amb hipoteca,Sí,235.66,220.0,No,No,No,Sí,Amb certa dificultat,5.0,3.0,,0.0,0,1
301,5,3,11.0,2.0,65351.9,65351.9,No,No,Propietat sense hipoteca,Sí,270.85,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
302,4,1,3.0,1.0,13990.2,13990.2,No,No,Propietat sense hipoteca,Sí,123.2,,,Sí,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,1,1
303,4,2,7.0,1.5,39882.4,39882.4,No,No,Propietat sense hipoteca,Sí,210.53,,,No,No,Sí,Amb certa facilitat,2.0,4.0,2.0,0.0,0,0
304,4,1,6.0,1.0,15429.7,15429.7,No,No,Propietat sense hipoteca,Sí,162.7,,,No,Sí,No,Amb certa dificultat,4.0,4.0,2.0,0.0,0,0
305,6,2,7.0,1.5,46717.1,46717.1,No,No,Propietat sense hipoteca,Sí,162.83,,,No,Sí,No,Amb certa dificultat,2.0,1.0,,0.0,0,0
306,4,1,6.0,1.0,11787.4,11787.4,Sí,No,Propietat sense hipoteca,No,98.7,,,No,No,No,Amb certa dificultat,,5.0,,1.0,0,1
307,5,4,12.0,2.3,38421.6,38421.6,No,No,Propietat sense hipoteca,Sí,257.89,,,No,No,Sí,Amb certa dificultat,5.0,5.0,,0.0,0,0
308,4,4,12.0,2.5,15648.0,15648.0,Sí,No,Propietat sense hipoteca,Sí,139.79,,,No,Sí,Sí,Amb molta dificultat,4.0,4.0,2.0,0.0,0,1
309,4,3,9.0,2.0,54142.9,54142.9,No,No,Propietat sense hipoteca,Sí,231.37,,,No,No,Sí,,4.0,1.0,,0.0,0,0
310,6,1,3.0,1.0,13986.53,13986.53,No,No,Propietat sense hipoteca,Sí,104.08,,,No,No,Sí,Amb certa facilitat,3.0,1.0,,0.0,0,0
312,6,2,7.0,1.5,14699.6,14699.6,Sí,No,Propietat sense hipoteca,Sí,133.2,,,No,No,Sí,Amb certa facilitat,3.0,1.0,,0.0,0,1
313,4,2,7.0,1.5,22441.8,22441.8,No,No,Propietat sense hipoteca,Sí,184.74,,,No,No,No,Amb certa facilitat,5.0,5.0,,0.0,0,0
314,3,1,6.0,1.0,11250.7,11250.7,Sí,No,Propietat sense hipoteca,No,213.04,,,No,No,No,Amb certa dificultat,2.0,4.0,2.0,1.0,0,1
315,3,3,9.0,2.0,28429.2,28429.2,No,No,Propietat sense hipoteca,No,168.54,,,No,Sí,Sí,Amb certa dificultat,4.0,4.0,2.0,1.0,0,1
316,6,5,14.0,2.6,49538.3,49538.3,No,No,Propietat amb hipoteca,Sí,370.07,400.0,No,No,No,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
317,4,4,12.0,2.1,29865.44,29865.44,No,No,Propietat amb hipoteca,Sí,452.16,405.0,No,No,No,Sí,Amb certa dificultat,7.0,5.0,,0.0,0,0
318,6,2,8.0,1.5,53192.2,53192.2,No,No,Propietat sense hipoteca,Sí,269.45,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
319,3,4,12.0,2.1,33811.5,33811.5,No,No,Propietat amb hipoteca,Sí,363.77,280.0,No,No,No,No,Amb molta dificultat,5.0,4.0,2.0,0.0,0,0
320,4,3,11.0,2.0,53570.4,53570.4,No,No,Propietat amb hipoteca,Sí,327.99,,No,No,No,Sí,Amb certa dificultat,5.0,3.0,,0.0,0,0
321,3,4,12.0,2.3,48703.8,48703.8,No,No,Lloguer a preu de mercat,Sí,681.17,,No,No,Sí,Sí,Amb certa facilitat,5.0,5.0,,0.0,0,0
322,6,4,12.0,2.1,40338.7,40338.7,No,No,Propietat amb hipoteca,Sí,472.48,450.0,No,No,No,No,Amb certa dificultat,5.0,1.0,,0.0,0,0
325,4,2,10.0,1.3,33411.69,33411.69,No,No,Propietat sense hipoteca,Sí,266.56,,,No,No,Sí,Amb facilitat,4.0,3.0,,0.0,0,0
326,4,2,7.0,1.5,36691.1,36691.1,No,No,Propietat sense hipoteca,Sí,281.97,,,No,No,Sí,Amb certa facilitat,4.0,4.0,2.0,0.0,0,0
327,4,2,8.0,1.5,42481.7,42481.7,No,No,Propietat amb hipoteca,Sí,466.64,863.0,No,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
328,4,1,4.0,1.0,26407.7,26407.7,No,No,Lloguer inferior al mercat,Sí,541.02,,No,No,No,Sí,Amb facilitat,5.0,4.0,,0.0,0,0
329,3,2,8.0,1.5,92311.8,92311.8,No,No,Propietat amb hipoteca,Sí,523.81,666.0,No,No,No,Sí,Amb facilitat,5.0,5.0,,0.0,0,0
330,4,1,2.0,1.0,13353.0,13353.0,No,No,Cessió gratuïta,Sí,178.7,,,No,No,Sí,Amb facilitat,2.0,5.0,,0.0,0,0
331,6,2,8.0,1.5,56725.3,56725.3,No,No,Propietat amb hipoteca,Sí,370.41,500.0,No,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
332,3,3,9.0,2.0,49062.5,49062.5,No,No,Propietat sense hipoteca,Sí,258.29,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
333,4,4,12.0,2.1,62053.31,62053.31,No,No,Cessió gratuïta,Sí,271.97,,,No,No,No,Amb certa facilitat,3.0,1.0,,0.0,0,0
334,4,3,9.0,2.0,49081.2,49081.2,No,No,Propietat sense hipoteca,Sí,294.06,,,No,No,Sí,Amb certa facilitat,4.0,4.0,1.0,0.0,0,0
335,3,2,7.0,1.5,37355.3,37355.3,No,No,Propietat sense hipoteca,Sí,325.93,,,No,No,Sí,Amb certa facilitat,4.0,1.0,,0.0,0,0
336,5,1,5.0,1.0,27198.3,27198.3,No,No,Propietat sense hipoteca,No,190.33,,,No,No,Sí,Amb certa facilitat,4.0,4.0,,1.0,0,1
337,3,2,7.0,1.5,55334.0,55334.0,No,No,Propietat amb hipoteca,Sí,392.43,605.0,No,No,No,Sí,Amb molta facilitat,3.0,,,0.0,0,0
338,5,1,2.0,1.0,14816.11,14816.11,No,No,Propietat sense hipoteca,Sí,289.47,,,No,No,Sí,Amb certa facilitat,4.0,1.0,,0.0,0,0
339,3,2,8.0,1.5,73696.3,73696.3,No,No,Propietat sense hipoteca,Sí,328.22,,,No,No,Sí,Amb facilitat,4.0,1.0,,0.0,0,0
340,5,4,12.0,2.3,62007.6,62007.6,No,No,Propietat sense hipoteca,Sí,335.72,,,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,0
341,2,1,6.0,1.0,12484.0,12484.0,No,No,Propietat sense hipoteca,Sí,159.02,,,No,Sí,Sí,Amb facilitat,4.0,5.0,,0.0,0,0
342,5,2,7.0,1.5,26597.2,26597.2,No,No,Propietat sense hipoteca,Sí,549.68,,,No,No,Sí,Amb certa dificultat,4.0,5.0,,0.0,0,0
343,2,2,7.0,1.5,16318.7,16318.7,Sí,No,Propietat sense hipoteca,Sí,139.39,,,No,Sí,No,Amb certa dificultat,3.0,4.0,2.0,0.0,0,1
344,4,1,5.0,1.0,10117.3,10117.3,Sí,No,Lloguer a preu de mercat,Sí,752.54,,No,No,No,Sí,Amb certa facilitat,4.0,5.0,,0.0,0,1
